Utterance,Emotion,,,,,,
"Oh yes, well there's the coffee too. Rachel can carry two things at once!",fearful,,,,,,
"Yes, I realize that...",happy,,,,,,
"And Rachel shouldn't have any problem with that. The only problem might be getting a little too friendly, if you know what I mean.",neutral,,,,,,
I love working with designers!,happy,,,,,,
"With them, under them, what's the difference? Eh, Rach?",fearful,,,,,,
Hey! My first review is out!,happy,,,,,,
"Ohh! Oh, the Chelsea Reporter, ohh, this used to keep me so warm.",happy,,,,,,
"All right, look at my on the back page.",neutral,,,,,,
"Oh, okay! ""Would I go back to Allesandro's? Sure, but I'd have to order two meals, one for me and one for the guy pointing the gun to my head."" Wow! You really laid into this place.",neutral,,,,,,
"Hey, they don't pay me a penny a word to make friends.",happy,,,,,,
"Ooh, I gotta go. I found a guy that who could fix up the van for catering.",happy,,,,,,
Oh! Do you need me to go with you?,happy,,,,,,
"No-no, it's okay. But are we sure we don't want the waterbed?",sad,,,,,,
Haven't we angrye this decision?,happy,,,,,,
"Yeah, all right.",fearful,,,,,,
Bye!,neutral,,,,,,
Bye!,neutral,,,,,,
Who is it?,happy,,,,,,
"It's Allesandro, from Allesandro's.",neutral,,,,,,
Oh my God.,neutral,,,,,,
I want to talk to you about your review.,happy,,,,,,
Why? So you could hang up on me?,happy,,,,,,
Just give me a chance too...,happy,,,,,,
No! Phoebe!,neutral,,,,,,
"Hey, Monica!",neutral,,,,,,
"Hey! I'm proud of that sauce, it's delicious.",happy,,,,,,
Lebanon.,fearful,,,,,,
"It's Gandolf, and he's not coming.",happy,,,,,,
No! I balanced my checkbook.,happy,,,,,,
I can't believe he didn't come!,fearful,,,,,,
"Well, we could do that!",happy,,,,,,
There's other stuff too.,happy,,,,,,
Yeah!,happy,,,,,,
Yeah!,happy,,,,,,
Yeah!!,happy,,,,,,
Yeah!!,happy,,,,,,
Yeah! All right? Let's go!,happy,,,,,,
Yeah!!!,happy,,,,,,
All right!!,happy,,,,,,
Yeah.,happy,,,,,,
"Well, those were seals, man.",happy,,,,,,
"Yeah, all right.",neutral,,,,,,
Okay.,neutral,,,,,,
"So, we're having fun, right?",neutral,,,,,,
Yeah.,neutral,,,,,,
I'm kinda beat.,neutral,,,,,,
"Actually, me too.",happy,,,,,,
Are you serious?!,happy,,,,,,
Yeah.,neutral,,,,,,
Thank God! I'm exhausted!,happy,,,,,,
So you guys want coffees?,fearful,,,,,,
"Yeah, me too.",happy,,,,,,
How sad are we?,neutral,,,,,,
"Yeah, I know.",happy,,,,,,
Yeah!,neutral,,,,,,
Yeah!,neutral,,,,,,
"We're 29, we're not women.",fearful,,,,,,
"Okay, I'm hearing.",happy,,,,,,
What?!,happy,,,,,,
Or! A bakery delivery person.,happy,,,,,,
I wa-I wa-I wa...,neutral,,,,,,
Pizza?!,neutral,,,,,,
Monica!,neutral,,,,,,
No.,happy,,,,,,
No.,happy,,,,,,
Really?! Are you sure?,fearful,,,,,,
Really?!,happy,,,,,,
Thank you.,happy,,,,,,
Oh my goodness! You haven't heard!,happy,,,,,,
Heard what?,happy,,,,,,
Joanna passed away last night.,sad,,,,,,
Oh my God! How?!,sad,,,,,,
I know!,happy,,,,,,
"Oh, God. Oh, God. Oh God.",sad,,,,,,
"No, I'm sorry. I have to go.",sad,,,,,,
Good morning!,happy,,,,,,
I sure did!,happy,,,,,,
Oh I know!!,happy,,,,,,
"Wait, wait, why were you at the courthouse?",fearful,,,,,,
"Uhh, yeah.",neutral,,,,,,
"See the thing is umm, we're not able to y'know, uh, conceive.",neutral,,,,,,
"And we've tried everything, we've seen a bunch of doctors.",neutral,,,,,,
That's a really nice gift. I was thinking of like a gravy boat.,happy,,,,,,
It's open! Come in!,happy,,,,,,
Hi!,neutral,,,,,,
Hi!,happy,,,,,,
"I'm sorry, I'm late.",fearful,,,,,,
"Oh, that's okay, it gave me time to finish glazing my nipples.",happy,,,,,,
Wow! You really go all out when you're expecting company.,fearful,,,,,,
"No, I was working on my pottery.",happy,,,,,,
"Oh! Ooh! Oh, I didn't know that you did...pot.",fearful,,,,,,
"Well, yeah, mostly nudes. It combines my two passions, pottery and erotica.",happy,,,,,,
"Ooh, erotiery!",fearful,,,,,,
Okay.,happy,,,,,,
"I really don't think it's a very good idea, Phoebe.",fearful,,,,,,
Why not?,fearful,,,,,,
Oh no! No-no! I understand the pain! Don't-don't hurt the puppy.,fearful,,,,,,
"No-no-no, the-the puppy's yours.",fearful,,,,,,
"Oh, I get a puppy!!",happy,,,,,,
"Well, yeah! I mean yeah, but only for three days.",happy,,,,,,
Why?,fearful,,,,,,
Okay.,happy,,,,,,
"All right, I'm sorry.",sad,,,,,,
"Uhh, do you mind sitting there. I'm-I'm saving this for my friend Ross.",neutral,,,,,,
You mean Dr. Geller?,neutral,,,,,,
Doctor? Wow! I didn't know he had a nickname.,happy,,,,,,
"Well, how-how come?",happy,,,,,,
That's just the way it is.,happy,,,,,,
That's crazy.,happy,,,,,,
"That's okay, I'm cool over here. I'll catch up with you later, Joey.",happy,,,,,,
"Op, this is saved. Gift shop.",happy,,,,,,
Whatever.,angry,,,,,,
I eat by myself in the alley because everybody hates me.,sad,,,,,,
"Dr. Geller, there's a seat over here.",fearful,,,,,,
"Thank you, Dr. Phillips, but I'm having my lunch at this table, here in the middle. I'm having lunch right here, with my good friend Joey, if he'll sit with me.",happy,,,,,,
I will sit with you Dr. Geller.,happy,,,,,,
I'm Joey! I'm an actor! I don't know squat about dinosaurs!,happy,,,,,,
"I'm Ted, and I just moved here a month ago, and New York really scares me.",happy,,,,,,
"All right, there you go!",happy,,,,,,
"Yeah, you hang in there Teddy!",happy,,,,,,
"I'm Andrew, and I didn't pay for this pear.",happy,,,,,,
"Okay, good-good for you.",angry,,,,,,
"I'm Rhonda, and these aren't real!",happy,,,,,,
"Wow, Rhonda.",sad,,,,,,
I'm Scott.,happy,,,,,,
"Yeah, okay, Scott!",happy,,,,,,
Would you ever be a surrogate for anyone?,neutral,,,,,,
It depends on who asked.,neutral,,,,,,
What if I asked?,neutral,,,,,,
"Oh, Mon, sure.",happy,,,,,,
Really?,fearful,,,,,,
Yes. You're not asking are you?,happy,,,,,,
No.,neutral,,,,,,
Yes! Totally!,happy,,,,,,
Oh! Thank you! Thank you! Thank you! Yes! Thank you!,happy,,,,,,
What the hell is that?!! What the hell is that? Is that you? Ohhhhhhh!,angry,,,,,,
"Boy, you are really not a morning person.",neutral,,,,,,
What is that noise?,neutral,,,,,,
You!,neutral,,,,,,
It's the chick! She's...going through some changes.,neutral,,,,,,
What kind of changes?,neutral,,,,,,
Well the vet seems to think that's she's becoming a rooster. We're getting a second opinion.,neutral,,,,,,
It looks like your uterus is ready for implantation.,happy,,,,,,
Oh! I knew it! I knew it! I felt really thick this morning.,happy,,,,,,
"Well, okay, so what's now-go get, go get the eggs, put 'em in there.",happy,,,,,,
"Okay, it'll take just a little while to prepare the embryos.",happy,,,,,,
"Embryossss? As in, ""More than one?""",fearful,,,,,,
"Um-hmm, five actually.",happy,,,,,,
We do five because that gives you a 25% chance that at least one will attach.,happy,,,,,,
That's it! 25 percent? That means that's it's like 75 percent chance of no baby at all!,fearful,,,,,,
"Hey, y'know I was thinking, what are the odds like if-if, if you stuff like 200 of them in there?",angry,,,,,,
"Sweety, now, she's a woman, not a gumball machine.",happy,,,,,,
"Okay, well y'know what, don't worry you guys, 'cause I'm-I'm gonna do this as many times as it takes to get it right.",happy,,,,,,
"Umm, it costs $16,000 each time you do this. So, umm, we're kinda using all the money we have to do it just this one time.",happy,,,,,,
"No, I'm sorry.",happy,,,,,,
Wow! You guys really don't know anything!,angry,,,,,,
I know! Why don't you get drunk! That worked for a lot of girls in my high school.,happy,,,,,,
I can't find garbage bags!,happy,,,,,,
"Oh, I think I saw some in here.",happy,,,,,,
What is it?!,happy,,,,,,
"I don't know! But maybe if we keep that drawer shut, it'll die.",sad,,,,,,
I can't believe we're living here!,fearful,,,,,,
"Okay, she is the star of the play. And she is my girlfriend! I get to have sex with the star of the play!",happy,,,,,,
People can hear you.,fearful,,,,,,
I know!!,happy,,,,,,
Wow! She looks great. Doesn't she?,happy,,,,,,
Yeah.,neutral,,,,,,
Hi!,happy,,,,,,
Hi!,happy,,,,,,
That is one good looking man!,happy,,,,,,
"Is it just me, or can you actually see his abs through his overcoat?!",happy,,,,,,
"Sooo, you've been doing this long?",happy,,,,,,
"No, you're my first. Put the money on the table.",happy,,,,,,
"Oh, yeah! Ooh, that's nice.",happy,,,,,,
Dude!,neutral,,,,,,
Is that an expensive blouse?,happy,,,,,,
If you want it to be.,happy,,,,,,
Here's your girlfriend's button.,neutral,,,,,,
"Oh, hey, Mon, do you still have your like old blouses and dresses from high school?",happy,,,,,,
"Yeah, I think I have some around here somewhere. Why?",happy,,,,,,
"Well, it's just that maternity clothes are so expensive.",happy,,,,,,
"Hey, Rach! I angrye a pile of your stuff over on this side of the room. If you could just......throw your purses at it.",happy,,,,,,
Bloomingdale's eliminated my department.,happy,,,,,,
"Oh my God, are you out of a job?",fearful,,,,,,
Personal shopping? What is that? Like where you walk around with snooty rich people and tell them what to buy?,happy,,,,,,
Uh-huh.,happy,,,,,,
That sounds great!,happy,,,,,,
Hey!,neutral,,,,,,
"Umm, excuse me, we switched apartments. You can't eat are food anymore, that-that gravy train had ended.",angry,,,,,,
There's gravy?,happy,,,,,,
What are you doing?,happy,,,,,,
I think I left a donut up here.,happy,,,,,,
Hey!,neutral,,,,,,
Hey!,neutral,,,,,,
Hey!,happy,,,,,,
Ooh! How was Kathy's play?,neutral,,,,,,
"Yeah, it's like someone literally wrote down my worst nightmare and then charged me $32 to see it!",happy,,,,,,
That's a good idea for a business!,happy,,,,,,
That-that is a good trick.,happy,,,,,,
"All right, look, look, what am I gonna do?",angry,,,,,,
"Oh-oh, Alec Baldwin and Kim Basinger.",neutral,,,,,,
Tom Cruise and Nicole Kidman.,neutral,,,,,,
Yeah.,neutral,,,,,,
"Hey, Mel Gibson and Clint Eastwood.",neutral,,,,,,
They're not a couple!,neutral,,,,,,
"Oh-okay, I get the game now.",neutral,,,,,,
"Okay look, look, let me ask you a question, when they were doing it on stage, was it like really hot?",fearful,,,,,,
Oh yeah!,neutral,,,,,,
"Well okay, so then you're fine. The rule is when two actors are actually doing it off-stage all the sexual tension between them is gone. Okay? So as long as it's hot onstage you got nothing to worry about. It's when the heat goes away, that's when you're in trouble.",neutral,,,,,,
Really?,fearful,,,,,,
No.,neutral,,,,,,
Noooo!!,neutral,,,,,,
"So uh, man, are you gonna go to the play with me tonight?",happy,,,,,,
"Y'know what, I don't know how comfortable I am going to see how hot the sex is between some guy and your girlfriend.",fearful,,,,,,
"Yeah, I know but...",sad,,,,,,
"Oh no-no-no, I'm there.",happy,,,,,,
Hey!,neutral,,,,,,
Hey Mon! Want some pancakes?,happy,,,,,,
You angrye pancakes?,happy,,,,,,
Yep! Grab a plate.,happy,,,,,,
Okay.,happy,,,,,,
"No-no, stay right there. Gettin' closer.",angry,,,,,,
Oh yeah!,happy,,,,,,
"Oh yeah, who's playing?",angry,,,,,,
The players.,angry,,,,,,
"All right Pheebs, stick out your plate!",happy,,,,,,
Oh.,happy,,,,,,
Hi!,happy,,,,,,
"Hi, I'm Joshua.",neutral,,,,,,
"Oh, I'm so sorry.",sad,,,,,,
"Well, at least that's a great suit.",happy,,,,,,
Okay.,neutral,,,,,,
"Rachel, you needed to speak to me?",happy,,,,,,
It's this way? Sorry.,fearful,,,,,,
Hey you guys!,happy,,,,,,
Hey!,happy,,,,,,
"Oh, absolutely!",happy,,,,,,
"It's a good play, isn't it?",happy,,,,,,
"Okay, I...",happy,,,,,,
"Clearly, I'm having sex with him?",angry,,,,,,
Did she call?,happy,,,,,,
"No, sorry.",sad,,,,,,
"All right, maybe I should call her.",happy,,,,,,
"No! Forget her, man! You don't need her, you don't need that!",happy,,,,,,
"He's right, what she did was unforgivable.",happy,,,,,,
"Well, yeah, but y'know, what-what if I was wrong?",happy,,,,,,
How might you be wrong?,fearful,,,,,,
"Well y'know, what if she didn't actually sleep with the guy?",happy,,,,,,
"Dude, tell me she actually told you this.",happy,,,,,,
"She did not have to tell me, I saw the play, and there was no heat. Back me up here, Ross!",happy,,,,,,
That's all you're basing this on?,fearful,,,,,,
"That's not backing me up! Look, you said with the off-stage and the heat, and the onstage and the oy heat.",happy,,,,,,
"Whoa-whoa, that-that was just a theory! There's a lot of theories that didn't pan out. The lone gunman. Communism. Geometry.",fearful,,,,,,
Oh my God!!,happy,,,,,,
"Would you like to go to a basketball game with me? You know, its funny, basketball, because I happen to have tickets too... Umm, who likes the Knicks-",happy,,,,,,
What do you think?,happy,,,,,,
"Oh! Well, as a single woman, who is available, I think you look great!",happy,,,,,,
Huh. Yeah?,happy,,,,,,
"I do. I do. I love it. In fact, I think I'm gonna wear it home.",happy,,,,,,
Great.,happy,,,,,,
Sure.,neutral,,,,,,
"Well, I guess this is uh, I guess this is it.",happy,,,,,,
Yeah-eah-ha!,neutral,,,,,,
"Thanks. Maybe I'll see in the spring, with the uh, y'know, for the uh, bathing suits.",happy,,,,,,
"Ah, that's okay, thanks.",happy,,,,,,
Okay.,neutral,,,,,,
"Anyway, hopefully, I'll see you around sometime.",neutral,,,,,,
Basketball!,happy,,,,,,
I'm sorry.,sad,,,,,,
"I uh, I have two tickets to the Knicks game tonight if you're interested, just as a thank you for this week.",happy,,,,,,
Wow! That would be great.,happy,,,,,,
Really?,happy,,,,,,
"Yeah, that would be fantastic! My-my nephew is crazy about the Knicks! This is fantastic, thank you so much Rachel.",happy,,,,,,
Good morning.,neutral,,,,,,
Hi!,happy,,,,,,
Hey.,happy,,,,,,
Oh wow. I really wish you'd call me.,sad,,,,,,
Yeah.,neutral,,,,,,
"Yeah. Well, I think our second fight is going to be a big one!",happy,,,,,,
"So now, what is this now?",neutral,,,,,,
Guggly worm.,neutral,,,,,,
And this?,neutral,,,,,,
Glow-pop giggly jammer.,happy,,,,,,
You make it so funny.,happy,,,,,,
"Hey umm, what's this?",happy,,,,,,
"Ohh, a hunk of sandwich from last year.",neutral,,,,,,
Great!,happy,,,,,,
"You don't have to stop having fun just because I'm here. Kathy didn't cheat on all of you. Well, except you.",happy,,,,,,
What's Phase Two?,neutral,,,,,,
Gettin' drunk and going to a strip club.,happy,,,,,,
How does going to a strip club help him better?,happy,,,,,,
Because there are naked ladies there.,happy,,,,,,
"Which helps him get to Phase Three, picturing yourself with other women.",happy,,,,,,
There are naked ladies there too.,happy,,,,,,
Yeah.,neutral,,,,,,
Would you give me one minute!! Please.,angry,,,,,,
Hey! Joey Tribbiani! I'm here! I'm here!,happy,,,,,,
"Calm down, we got time, we're running a little late.",happy,,,,,,
"Look at that, Charlton Heston eating a liquorice whip!",happy,,,,,,
"Yeah, we loves 'em. I've never seen him with-",happy,,,,,,
"Whoa! Yeah, what the hell is that? What smells so bad?",happy,,,,,,
You.,neutral,,,,,,
"Y'know, I can see why you think that, but ah, actually, you know who I think it is?",fearful,,,,,,
You?,happy,,,,,,
"No-no, it's uh, it's Heston.",fearful,,,,,,
What?,angry,,,,,,
"There's no way he smells, he's the only one around here with a shower in his dressing room.",happy,,,,,,
"Really, a shower huh? And uh, which-which room might that be?",happy,,,,,,
"The one with ""Heston"" on it.",happy,,,,,,
Interesting.,happy,,,,,,
"Okay, I've got some Ones, you wanna put them in her panties?",neutral,,,,,,
"No thanks, Mom!",fearful,,,,,,
"Oh, no umm, hi, that-that, you have to put that out, 'cause I'm pregnant.",fearful,,,,,,
"Well, maybe you and your baby should go to another strip club.",neutral,,,,,,
"Ha-ha, it's not my baby, ha-ha-ha!",happy,,,,,,
"Very good, so good.",happy,,,,,,
"I really, really enjoyed it. Very exotic.",happy,,,,,,
Come on! Look where you are!!,neutral,,,,,,
"Remember, a virgin for me please.",happy,,,,,,
"Well, if you think it will help.",happy,,,,,,
You should! How is she?,neutral,,,,,,
Ohhh!!,fearful,,,,,,
Hello! Who's in there?,fearful,,,,,,
How ya doin'?,happy,,,,,,
Who in the hell are you?,angry,,,,,,
You're in this picture?,angry,,,,,,
"Joey, right?",happy,,,,,,
Yeah.,neutral,,,,,,
"Oh no-no-no, you don't understand...",fearful,,,,,,
Listen to me!,happy,,,,,,
"Oh yeah, yeah.",neutral,,,,,,
"Yes sir! Yes sir, I'm-I'm-",fearful,,,,,,
Wait a minute! Take your pants.,happy,,,,,,
"Yeah. Oh, yeah.",neutral,,,,,,
I don't wanna.,happy,,,,,,
Please?,happy,,,,,,
"Yeah, all right.",happy,,,,,,
Hey!,happy,,,,,,
Hey!,happy,,,,,,
"Hey-ooh so, how was Vermont?",happy,,,,,,
"Oh, hey!",happy,,,,,,
Hey! You were so right!,happy,,,,,,
What?,fearful,,,,,,
"Oh, hmm.",happy,,,,,,
Joshua.,neutral,,,,,,
"Yeah, I...",happy,,,,,,
"Oh, thank goodness!",happy,,,,,,
"Yeah, and-and thank you for Emily.",happy,,,,,,
"Oh, no problem. I'm so glad I could help. Happy for you.",happy,,,,,,
Happy for you.,happy,,,,,,
"No, happy for you!",happy,,,,,,
"All right ladies, here's what we're gonna do. You are gonna take off my clothes. You two, go get the oils. And you just constantly scream at the top of your voice, ""Chandler's the king! Chandler's the king!""",happy,,,,,,
"I-I wanna be with her, I like her.",neutral,,,,,,
"Oh, that's fine! Go with your instincts, go with your instincts.",happy,,,,,,
"Wait, now, what am I doing again?",neutral,,,,,,
"Come on! Would you please pay attention, I could wake up at any moment!",happy,,,,,,
