Utterance,Emotion
"Oh I, I have plans tonight.",neutral
But how about tomorrow?,neutral
"Sounds great! Okay, alright, well where does this go?",happy
"You look strong, why don’t I take that and you grab one of the boxes.",neutral
"Okay. Yeah.  Yeah, I’ll grab this one.",neutral
"By the way, the week before your wedding you may not see a lot of me.",neutral
"Oh, hello liar.",angry
"Look, I-I’m really sorry I let go of the bike.",sad
I could’ve been killed I hope you know!,angry
"I know. I know. But, can we please try it again? Huh? I mean, you were",sad
"Well, I would love to but…the bike got stolen and the police have no suspects.",happy
Phoebe.,neutral
What?!  What the hell?!,angry
"All right, y’know what?",angry
"If you are not going to learn how to ride this bike then I’m sorry, I’m just gonna have to take it back.",angry
What?! Why?!,surprised
"Because! Because, it-it-it’s… It’d be like you having this guitar  and-and never playing it. Okay, this guitar",angry
"All right. If you care enough to make up that load of crap, okay.",angry
Great! Great!  You’re making the bike very happy.,happy
Okay Ross!  Please don’t die!,angry
How could you have kept all of this from me?,fearful
"I was going to tell you, but",neutral
"I was going to tell you, but",neutral
But what?! You figured you’d get what you wanted and then dump her like you dumped Rachel!,angry
Hey! I did not dump Rachel!  Nor are we still together.  Can I just…  Why don’t we just let the machine get that?,angry
Hey! I did not dump Rachel!  Nor are we still together.  Can I just…  Why don’t we just let the machine get that?,angry
Hey Ross. It’s Joey. There’s a hooker over here and we thought maybe you’d know something about it.,neutral
"No! No! No! No! No! I-I-I-I—I need to, I need to lie down.",neutral
Everything on your application looks really good—Ohh!,happy
"Just one last question umm, are you and your friends gonna be over here all the time like partying and hanging out?",angry
"Oh don’t worry, I’m not really a party girl.",neutral
"Whoa!! Now look, don’t be just blurtin’ stuff out. I want you to really think about your answers. Okay?",happy
Everything on your application looks really good—Ohh!,happy
"Just one last question umm, are you and your friends gonna be over here all the time like partying and hanging out?",angry
"Whoa!! Now look, don’t be just blurtin’ stuff out. I want you to really think about your answers. Okay?",happy
You can call off the roommate search!  Hi! I’ll be living here.,happy
"Oh don’t listen to him, he’s just some guy who really wants the apartment, but I don’t think he’s gonna get it.",sad
Why did you take the shower curtain down?,surprised
That thing was a hazard!  I’m very safety conscious.,fearful
Hi.,neutral
"Hey man, how did the audition go?",neutral
Estelle said I didn't get it.,sad
Estelle said I didn't get it.,sad
What?! Why? Joey you were so ready for it!,surprised
"Yeah, I thought so too but, she said the casting people had some problems with me.",happy
No!,surprised
"For all I know, she’s trying to find me but couldn’t because I kept moving around.",neutral
"No, from now on, I’m staying in one place.",neutral
Right here.,neutral
"Well, it’s getting late.",neutral
"Actually, do you guys mind staying here for a while?",neutral
"Ugh, y’know, umm we gotta get up early and catch that plane for New York.",neutral
"Well, it’s getting late.",neutral
"Yeah, we’re gonna go.",neutral
"Ugh, y’know, umm we gotta get up early and catch that plane for New York.",neutral
"Yeah, it’s a very large plane.",neutral
No!,surprised
"For all I know, she’s trying to find me but couldn’t because I kept moving around.",neutral
"No, from now on, I’m staying in one place.",neutral
Right here.,neutral
"Yeah, we’re gonna go.",neutral
"Actually, do you guys mind staying here for a while?",neutral
"Yeah, it’s a very large plane.",neutral
That’s cool.,neutral
"But, we’ll stay here with you.",neutral
"Thanks guys!  I really appreciate this, y’know, but you don’t have to rub my butt.",happy
"Hey, Mel Gibson and Clint Eastwood.",surprised
They’re not a couple!,surprised
"Oh-okay, I get the game now.",neutral
"Oh-okay, I get the game now.",neutral
"Okay look, look, let me ask you a question, when they were doing it on stage, was it like really hot?",neutral
"Well okay, so then you’re fine.",neutral
The rule is when two actors are actually doing it off-stage all the sexual tension between them is gone.,neutral
Okay?,neutral
So as long as it’s hot onstage you got nothing to worry about.,neutral
"It’s when the heat goes away, that’s when you’re in trouble.",neutral
"Okay look, look, let me ask you a question, when they were doing it on stage, was it like really hot?",neutral
Oh yeah!,happy
"Well okay, so then you’re fine.",neutral
The rule is when two actors are actually doing it off-stage all the sexual tension between them is gone.,neutral
Okay?,neutral
So as long as it’s hot onstage you got nothing to worry about.,neutral
"It’s when the heat goes away, that’s when you’re in trouble.",neutral
"Look, you guys have been to every play I’ve ever been in, have I ever had chemistry on stage?",neutral
No.,neutral
Noooo!!,neutral
"Well okay, so then you’re fine.",neutral
The rule is when two actors are actually doing it off-stage all the sexual tension between them is gone.,neutral
Okay?,neutral
So as long as it’s hot onstage you got nothing to worry about.,neutral
"It’s when the heat goes away, that’s when you’re in trouble.",neutral
Really?,surprised
"Look, you guys have been to every play I’ve ever been in, have I ever had chemistry on stage?",neutral
"Ursula!  Wait! Err-err, it’s me! Phoebe!",surprised
"Oh, I thought there was a mirror there. Okay, bye-bye.",neutral
"Wait a second! So, what’s new with you?",surprised
"Umm, nothing. I mean, I’m getting married next week.",neutral
And your breasts! Hmm!!!,surprised
Okay.,neutral
"Umm look, you’re coming on a little strong.",fearful
"But I’m going to give you the benefit of the doubt, because it seems the universe really wants to be together.",neutral
"So, why don’t we just start over okay?",neutral
And you can just tell me about yourself.,neutral
All right.,neutral
Okay.,neutral
"I write erotic novels, for children.",neutral
What?!,surprised
They’re wildly unpopular.,neutral
Oh my God!,disgusted
"Oh also, you might be interested to know that I have a Ph.D.",neutral
Wow! You do?,surprised
"Yeah,  a Pretty Huge",happy
All right.,disgusted
"So, uh, how's she doing?",sad
The doctor says it's a matter of hours.,sad
"Okay, relax, relax.",neutral
"We are gonna be here for a while, it looks like, and we still have boyfriends and your career to cover.",neutral
Oh!,surprised
"...Yeah, they were gross.",disgusted
"Oh, you know what I loved?",happy
Her Sweet 'n' Los.,happy
How she was always stealing them from- from restaurants.,happy
The doctor says it's a matter of hours.,sad
"How-how are you, Mom?",sad
Oh God!,surprised
The fuzzy little mints at the bottom of her purse.,neutral
"How-how are you, Mom?",sad
"Me? I'm fine, fine. I'm glad you're here. ...What's with your hair?",angry
What?,surprised
What's different?,surprised
Nothing.,neutral
"Oh, maybe that's it.",neutral
"She is unbelievable, our mother is...",angry
Oh God!,surprised
The fuzzy little mints at the bottom of her purse.,neutral
"She is unbelievable, our mother is...",angry
"Okay, relax, relax.",neutral
"We are gonna be here for a while, it looks like, and we still have boyfriends and your career to cover.",neutral
Oh God!,surprised
The fuzzy little mints at the bottom of her purse.,neutral
Oh!,surprised
"...Yeah, they were gross.",disgusted
"Oh, you know what I loved?",happy
Her Sweet 'n' Los.,happy
How she was always stealing them from- from restaurants.,happy
"Okay, relax, relax.",neutral
"We are gonna be here for a while, it looks like, and we still have boyfriends and your career to cover.",neutral
Oh!,surprised
"...Yeah, they were gross.",disgusted
"Oh, you know what I loved?",happy
Her Sweet 'n' Los.,happy
How she was always stealing them from- from restaurants.,happy
"Not just restaurants, from our house.",neutral
Maybe.,neutral
You can't!,surprised
Why?  Seriously I did not understand a word that    you said.,surprised
In the hall.,neutral
"Now, y'see, most people, when their pets pass on, they want 'em sorta laid out like they're sleeping.",neutral
But occasionally you get your person who wants them in a pose.,neutral
"Like, chasing their tail,  or, uh, jumping to catch a frisbee.",neutral
"Joey, if I go first, I wanna be looking for my keys.",neutral
That's a good one!,happy
"Now, y'see, most people, when their pets pass on, they want 'em sorta laid out like they're sleeping.",neutral
But occasionally you get your person who wants them in a pose.,neutral
"Like, chasing their tail,  or, uh, jumping to catch a frisbee.",neutral
That's a good one!,happy
"Hey, Joe.",neutral
"Hey, Joe.",neutral
"Dad, Ronni's here.",neutral
Huh?,surprised
"So now, these are all the tuxedos that we make and if there’s anything that you like, we can make you a deal.",neutral
Anything at all.,neutral
But these are the three that Monica pre-approved.,neutral
"Well, thanks a lot for hookin’ me up Rach. I want you to know that I want you to attend our wedding as my guest.",happy
I’m Monica’s maid of honor. Okay? Don’t try to blue pin me!,angry
"Oh here, I think this is us.  Yeah.",neutral
Limited seating my ass. Let’s see who made the cut.  Hi!,angry
I’m Monica Gellar. Who do you know the bride and groom?,neutral
Used to work with her. Used to! I’m a relative and I didn’t get invited! A,angry
"Stop saying, ""Blood"" to strangrys.",sad
"So, how about you huh? How do you know the happy couple?",happy
"Okay, you’re fine.",neutral
"Monica, why have you brought me here of all places?!",surprised
You’ll see.,neutral
"I tell you, this wedding is not going to happen.",happy
Well then we’ll get wet.,angry
Ohh. And I don’t even have a date.,sad
"I tell you, this wedding is not going to happen.",happy
"Okay? But-but imagine a lot more lights, okay? And-and y’know fewer bricks, and-and-and flowers, and candles",neutral
"But-but, if you don’t love this, we’ll do it in any other place at any other time.",neutral
"Really, it’s fine, whatever you want.",neutral
It’s perfect.,happy
"And, I don’t know, if it starts to rain",happy
Well then we’ll get wet.,angry
"Okay? But-but imagine a lot more lights, okay? And-and y’know fewer bricks, and-and-and flowers, and candles",neutral
"And the musicians, look, they can go over here , okay? And the chairs can face this way , and…  You go.",neutral
